text,solution
"Nobody wished to let others know he saw nothing, for then he would have been unfit for his office or too stupid.",neutral
Never emperor's clothes were more admired.,neutral
"But he has nothing on at all, said a little child at last.",neutral
"Good heavens! listen to the voice of an innocent child, said the father, and one whispered to the other what the child had said.",surprise
"But he has nothing on at all, cried at last the whole people.",surprise
"That made a deep impression upon the emperor, for it seemed to him that they were right; but he thought to himself, ""Now I must bear up to the end.""",neutral
"And the chamberlains walked with still greater dignity, as if they carried the train which did not exist.",neutral
"There was once upon a time an old fox with nine tails, who believed that his wife was not faithful to him, and wished to put her to the test.",neutral
"He stretched himself out under the bench, did not move a limb, and behaved as if he were stone dead.",neutral
"Mrs Fox went up to her room, shut herself in, and her maid, Miss Cat, sat by the fire, and did the cooking.",neutral
"When it became known that the old fox was dead, suitors presented themselves.",neutral
"The maid heard someone standing at the housedoor, knocking.",neutral
"She went and opened it, and it was a young fox, who said:",neutral
"What may you be about, Miss Cat?
7:7	N:N	N:N	Do you sleep or do you wake?",neutral
She answered:,neutral
"I am not sleeping, I am waking, Would you know what I am making?
10:10	N:N	N:N	I am boiling warm beer with butter, Will you be my guest for supper?",neutral
"No, thank you, miss, said the fox, ""what is Mrs Fox doing?""",neutral
The maid replied:,neutral
"She is sitting in her room, Moaning in her gloom, Weeping her little eyes quite red, Because old Mr Fox is dead.",sadness
"Do just tell her, miss, that a young fox is here, who would like to woo her.",neutral
"Certainly, young sir.",neutral
"The cat goes up the stairs trip, trap, The door she knocks at tap, tap, tap, ""Mistress Fox, are you inside?""",neutral
"Oh, yes, my little cat, she cried.",sadness
A wooer he stands at the door out there.,neutral
"What does he look like, my dear?",surprise
Has he nine as beautiful tails as the late Mr Fox?,sadness
"Oh, no, answered the cat, ""he has only one.""",sadness
Then I will not have him.,disgust
Miss Cat went downstairs and sent the wooer away.,neutral
"Soon afterwards there was another knock, and another fox was at the door who wished to woo Mrs Fox.",neutral
"He had two tails, but he did not fare better than the first.",neutral
"After this still more came, each with one tail more than the other, but they were all turned away, until at last one came who had nine tails, like old Mr Fox.",neutral
"When the widow heard that, she said joyfully to the cat:",joy
"Now open the gates and doors all wide, And carry old Mr Fox outside.",neutral
"But just as the wedding was going to be solemnized, old Mr Fox stirred under the bench, and cudgelled all the rabble, and drove them and Mrs Fox out of the house.",anger
"FAR down in the forest, where the warm sun and the fresh air made a sweet resting-place, grew a pretty little fir-tree; and yet it was not happy, it wished so much to be tall like its companions- the pines and firs which grew around it.",sadness
"The sun shone, and the soft air fluttered its leaves, and the little peasant children passed by, prattling merrily, but the fir-tree heeded them not.",neutral
"Sometimes the children would bring a large basket of raspberries or strawberries, wreathed on a straw, and seat themselves near the fir-tree, and say, ""Is it not a pretty little tree?"" which made it feel more unhappy than before.",sadness
And yet all this while the tree grew a notch or joint taller every year; for by the number of joints in the stem of a fir-tree we can discover its age.,neutral
"Still, as it grew, it complained, ""Oh! how I wish I were as tall as the other trees, then I would spread out my branches on every side, and my top would over-look the wide world.",neutral
"I should have the birds building their nests on my boughs, and when the wind blew, I should bow with stately dignity like my tall companions.""",neutral
"The tree was so discontented, that it took no pleasure in the warm sunshine, the birds, or the rosy clouds that floated over it morning and evening.",neutral
"Sometimes, in winter, when the snow lay white and glittering on the ground, a hare would come springing along, and jump right over the little tree; and then how mortified it would feel!",fear
"Two winters passed, and when the third arrived, the tree had grown so tall that the hare was obliged to run round it.",neutral
"Yet it remained unsatisfied, and would exclaim, ""Oh, if I could but keep on growing tall and old!",neutral
"There is nothing else worth caring for in the world!""",neutral
"In the autumn, as usual, the wood-cutters came and cut down several of the tallest trees, and the young fir-tree, which was now grown to its full height, shuddered as the noble trees fell to the earth with a crash.",neutral
"After the branches were lopped off, the trunks looked so slender and bare, that they could scarcely be recognized.",neutral
"Then they were placed upon wagons, and drawn by horses out of the forest.",neutral
"Where were they going?
15:15	N:N	N:S	What would become of them?",neutral
"The young fir-tree wished very much to know; so in the spring, when the swallows and the storks came, it asked, ""Do you know where those trees were taken?",neutral
"Did you meet them?""",neutral
"The swallows knew nothing, but the stork, after a little reflection, nodded his head, and said, ""Yes, I think I do.",neutral
"I met several new ships when I flew from Egypt, and they had fine masts that smelt like fir.",neutral
"I think these must have been the trees; I assure you they were stately, very stately.""",neutral
"Oh, how I wish I were tall enough to go on the sea, said the fir-tree.",neutral
"What is the sea, and what does it look like?",neutral
"It would take too much time to explain, said the stork, flying quickly away.",neutral
"Rejoice in thy youth, said the sunbeam; ""rejoice in thy fresh growth, and the young life that is in thee.""",neutral
"And the wind kissed the tree, and the dew watered it with tears; but the fir-tree regarded them not.",neutral
"Christmas-time drew near, and many young trees were cut down, some even smaller and younger than the fir-tree who enjoyed neither rest nor peace with longing to leave its forest home.",neutral
"These young trees, which were chosen for their beauty, kept their branches, and were also laid on wagons and drawn by horses out of the forest.",neutral
Where are they going? asked the fir-tree.,neutral
"They are not taller than I am: indeed, one is much less; and why are the branches not cut off?
30:30	N:N	N:N	Where are they going?",neutral
"We know, we know, sang the sparrows; ""we have looked in at the windows of the houses in the town, and we know what is done with them.",neutral
They are dressed up in the most splendid manner.,neutral
"We have seen them standing in the middle of a warm room, and adorned with all sorts of beautiful things,- honey cakes, gilded apples, playthings, and many hundreds of wax tapers.""",neutral
"And then, asked the fir-tree, trembling through all its branches, ""and then what happens?""",fear
"We did not see any more, said the sparrows; ""but this was enough for us.""",neutral
"I wonder whether anything so brilliant will ever happen to me, thought the fir-tree.",neutral
"It would be much better than crossing the sea.
38:38	Sa:Sa	S:N	I long for it almost with pain.
39:39	Sa:N	S:N	Oh! when will Christmas be here?
40:40	N:N	N:N	I am now as tall and well grown as those which were taken away last year.
41:41	N:N	N:N	Oh! that I were now laid on the wagon, or standing in the warm room, with all that brightness and splendor around me!
42:42	N:N	N:N	Something better and more beautiful is to come after, or the trees would not be so decked out.
43:43	H:N	H:N	Yes, what follows will be grander and more splendid.
44:44	N:N	N:N	What can it be?
45:45	Sa:Sa	S:N	I am weary with longing.
46:46	N:N	N:N	I scarcely know how I feel.",neutral
"Rejoice with us, said the air and the sunlight.",joy
Enjoy thine own bright life in the fresh air.,neutral
"But the tree would not rejoice, though it grew taller every day; and, winter and summer, its dark-green foliage might be seen in the forest, while passers by would say, ""What a beautiful tree!""",neutral
"A short time before Christmas, the discontented fir-tree was the first to fall.",neutral
"As the axe cut through the stem, and divided the pith, the tree fell with a groan to the earth, conscious of pain and faintness, and forgetting all its anticipations of happiness, in sorrow at leaving its home in the forest.",sadness
"It knew that it should never again see its dear old companions, the trees, nor the little bushes and many-colored flowers that had grown by its side; perhaps not even the birds.",neutral
Neither was the journey at all pleasant.,neutral
"The tree first recovered itself while being unpacked in the courtyard of a house, with several other trees; and it heard a man say, ""We only want one, and this is the prettiest.""",neutral
"Then came two servants in grand livery, and carried the fir-tree into a large and beautiful apartment.",neutral
"On the walls hung pictures, and near the great stove stood great china vases, with lions on the lids.",neutral
"There were rocking chairs, silken sofas, large tables, covered with pictures, books, and playthings, worth a great deal of money,- at least, the children said so.",neutral
"Then the fir-tree was placed in a large tub, full of sand; but green baize hung all around it, so that no one could see it was a tub, and it stood on a very handsome carpet.",neutral
How the fir-tree trembled!,fear
What was going to happen to him now?,neutral
"Some young ladies came, and the servants helped them to adorn the tree.",neutral
"On one branch they hung little bags cut out of colored paper, and each bag was filled with sweetmeats; from other branches hung gilded apples and walnuts, as if they had grown there; and above, and all round, were hundreds of red, blue, and white tapers, which were fastened on the branches.",neutral
"Dolls, exactly like real babies, were placed under the green leaves,- the tree had never seen such things before,- and at the very top was fastened a glittering star, made of tinsel.",neutral
"Oh, it was very beautiful!",neutral
"This evening, they all exclaimed, ""how bright it will be!""",neutral
"Oh, that the evening were come, thought the tree, ""and the tapers lighted! then I shall know what else is going to happen.",neutral
Will the trees of the forest come to see me?,neutral
"I wonder if the sparrows will peep in at the windows as they fly? shall I grow faster here, and keep on all these ornaments summer and winter?""",neutral
"But guessing was of very little use; it made his bark ache, and this pain is as bad for a slender fir-tree, as headache is for us.",neutral
"At last the tapers were lighted, and then what a glistening blaze of light the tree presented!",neutral
"It trembled so with joy in all its branches, that one of the candles fell among the green leaves and burnt some of them.",joy
"Help! help! exclaimed the young ladies, but there was no danger, for they quickly extinguished the fire.",surprise
"After this, the tree tried not to tremble at all, though the fire frightened him; he was so anxious not to hurt any of the beautiful ornaments, even while their brilliancy dazzled him.",fear
"And now the folding doors were thrown open, and a troop of children rushed in as if they intended to upset the tree; they were followed more silently by their elders.",neutral
"For a moment the little ones stood silent with astonishment, and then they shouted for joy, till the room rang, and they danced merrily round the tree, while one present after another was taken from it.",joy
"What are they doing?
77:77	N:N	N:N	What will happen next? thought the fir.",neutral
At last the candles burnt down to the branches and were put out.,neutral
Then the children received permission to plunder the tree.,neutral
"Oh, how they rushed upon it, till the branches cracked, and had it not been fastened with the glistening star to the ceiling, it must have been thrown down.",neutral
"The children then danced about with their pretty toys, and no one noticed the tree, except the children's maid who came and peeped among the branches to see if an apple or a fig had been forgotten.",neutral
"A story, a story, cried the children, pulling a little fat man towards the tree.",neutral
"Now we shall be in the green shade, said the man, as he seated himself under it, ""and the tree will have the pleasure of hearing also, but I shall only relate one story; what shall it be?",neutral
"Ivede-Avede, or Humpty Dumpty, who fell down stairs, but soon got up again, and at last married a princess.""",neutral
"Ivede-Avede, cried some.",neutral
"Humpty Dumpty, cried others, and there was a fine shouting and crying out.",neutral
"But the fir-tree remained quite still, and thought to himself, ""Shall I have anything to do with all this?"" but he had already amused them as much as they wished.",neutral
"Then the old man told them the story of Humpty Dumpty, how he fell down stairs, and was raised up again, and married a princess.",neutral
"And the children clapped their hands and cried, ""Tell another, tell another,"" for they wanted to hear the story of ""Ivede-Avede;"" but they only had ""Humpty Dumpty.""",joy
"After this the fir-tree became quite silent and thoughtful; never had the birds in the forest told such tales as ""Humpty Dumpty,"" who fell down stairs, and yet married a princess.",neutral
"Ah! yes, so it happens in the world, thought the fir-tree; he believed it all, because it was related by such a nice man.",neutral
"Ah! well, he thought, ""who knows? perhaps I may fall down too, and marry a princess;"" and he looked forward joyfully to the next evening, expecting to be again decked out with lights and playthings, gold and fruit.",joy
"To-morrow I will not tremble, thought he; ""I will enjoy all my splendor, and I shall hear the story of Humpty Dumpty again, and perhaps Ivede-Avede.""",neutral
And the tree remained quiet and thoughtful all night.,neutral
In the morning the servants and the housemaid came in.,neutral
"Now, thought the fir, ""all my splendor is going to begin again.""",neutral
"But they dragged him out of the room and up stairs to the garret, and threw him on the floor, in a dark corner, where no daylight shone, and there they left him.",neutral
"What does this mean? thought the tree, ""what am I to do here?",neutral
"I can hear nothing in a place like this,"" and he had time enough to think, for days and nights passed and no one came near him, and when at last somebody did come, it was only to put away large boxes in a corner.",neutral
So the tree was completely hidden from sight as if it had never existed.,neutral
"It is winter now, thought the tree, ""the ground is hard and covered with snow, so that people cannot plant me.",neutral
"I shall be sheltered here, I dare say, until spring comes.",neutral
How thoughtful and kind everybody is to me!,neutral
"Still I wish this place were not so dark, as well as lonely, with not even a little hare to look at.",neutral
"How pleasant it was out in the forest while the snow lay on the ground, when the hare would run by, yes, and jump over me too, although I did not like it then.",neutral
"Oh! it is terrible lonely here.""",neutral
"Squeak, squeak, said a little mouse, creeping cautiously towards the tree; then came another; and they both sniffed at the fir-tree and crept between the branches.",neutral
"Oh, it is very cold, said the little mouse, ""or else we should be so comfortable here, shouldn't we, you old fir-tree?""",neutral
"I am not old, said the fir-tree, ""there are many who are older than I am.""",neutral
"Where do you come from? and what do you know? asked the mice, who were full of curiosity.",neutral
"Have you seen the most beautiful places in the world, and can you tell us all about them? and have you been in the storeroom, where cheeses lie on the shelf, and hams hang from the ceiling?
112:112	N:N	N:N	One can run about on tallow candles there, and go in thin and come out fat.",neutral
"I know nothing of that place, said the fir-tree, ""but I know the wood where the sun shines and the birds sing.""",neutral
And then the tree told the little mice all about its youth.,neutral
"They had never heard such an account in their lives; and after they had listened to it attentively, they said, ""What a number of things you have seen? you must have been very happy.""",neutral
"Happy! exclaimed the fir-tree, and then as he reflected upon what he had been telling them, he said, ""Ah, yes! after all those were happy days.""",joy
"But when he went on and related all about Christmas-eve, and how he had been dressed up with cakes and lights, the mice said, ""How happy you must have been, you old fir-tree.""",neutral
"I am not old at all, replied the tree, ""I only came from the forest this winter, I am now checked in my growth.""",neutral
"What splendid stories you can relate, said the little mice.",neutral
And the next night four other mice came with them to hear what the tree had to tell.,neutral
"The more he talked the more he remembered, and then he thought to himself, ""Those were happy days, but they may come again.",neutral
"Humpty Dumpty fell down stairs, and yet he married the princess; perhaps I may marry a princess too.""",neutral
"And the fir-tree thought of the pretty little birch-tree that grew in the forest, which was to him a real beautiful princess.",neutral
Who is Humpty Dumpty? asked the little mice.,neutral
"And then the tree related the whole story; he could remember every single word, and the little mice was so delighted with it, that they were ready to jump to the top of the tree.",joy
"The next night a great many more mice made their appearance, and on Sunday two rats came with them; but they said, it was not a pretty story at all, and the little mice were very sorry, for it made them also think less of it.",neutral
Do you know only one story? asked the rats.,neutral
"Only one, replied the fir-tree; ""I heard it on the happiest evening of my life; but I did not know I was so happy at the time.""",neutral
"We think it is a very miserable story, said the rats.",neutral
"Don't you know any story about bacon, or tallow in the storeroom.",neutral
"No, replied the tree.",neutral
"Many thanks to you then, replied the rats, and they marched off.",neutral
"The little mice also kept away after this, and the tree sighed, and said, ""It was very pleasant when the merry little mice sat round me and listened while I talked.",neutral
Now that is all passed too.,neutral
"However, I shall consider myself happy when some one comes to take me out of this place.""",neutral
But would this ever happen?,neutral
"Yes; one morning people came to clear out the garret, the boxes were packed away, and the tree was pulled out of the corner, and thrown roughly on the garret floor; then the servant dragged it out upon the staircase where the daylight shone.",neutral
"Now life is beginning again, said the tree, rejoicing in the sunshine and fresh air.",joy
"Then it was carried down stairs and taken into the courtyard so quickly, that it forgot to think of itself, and could only look about, there was so much to be seen.",neutral
"The court was close to a garden, where everything looked blooming.",neutral
Fresh and fragrant roses hung over the little palings.,neutral
"The linden-trees were in blossom; while the swallows flew here and there, crying, ""Twit, twit, twit, my mate is coming,""- but it was not the fir-tree they meant.",neutral
"Now I shall live, cried the tree, joyfully spreading out its branches; but alas! they were all withered and yellow, and it lay in a corner amongst weeds and nettles.",joy
The star of gold paper still stuck in the top of the tree and glittered in the sunshine.,neutral
"In the same courtyard two of the merry children were playing who had danced round the tree at Christmas, and had been so happy.",neutral
"The youngest saw the gilded star, and ran and pulled it off the tree.",neutral
"Look what is sticking to the ugly old fir-tree, said the child, treading on the branches till they crackled under his boots.",neutral
"And the tree saw all the fresh bright flowers in the garden, and then looked at itself, and wished it had remained in the dark corner of the garret.",neutral
"It thought of its fresh youth in the forest, of the merry Christmas evening, and of the little mice who had listened to the story of ""Humpty Dumpty.""",neutral
"Past! past! said the old tree; ""Oh, had I but enjoyed myself while I could have done so! but now it is too late.""",neutral
"Then a lad came and chopped the tree into small pieces, till a large bundle lay in a heap on the ground.",neutral
"The pieces were placed in a fire under the copper, and they quickly blazed up brightly, while the tree sighed so deeply that each sigh was like a pistol-shot.",sadness
"Then the children, who were at play, came and seated themselves in front of the fire, and looked at it and cried, ""Pop, pop.""",neutral
"But at each ""pop,"" which was a deep sigh, the tree was thinking of a summer day in the forest; and of Christmas evening, and of ""Humpty Dumpty,"" the only story it had ever heard or knew how to relate, till at last it was consumed.",neutral
"The boys still played in the garden, and the youngest wore the golden star on his breast, with which the tree had been adorned during the happiest evening of its existence.",neutral
"Now all was past; the tree's life was past, and the story also,- for all stories must come to an end at last.",neutral
"THE flax was in full bloom; it had pretty little blue flowers as delicate as the wings of a moth, or even more so.",neutral
"The sun shone, and the showers watered it; and this was just as good for the flax as it is for little children to be washed and then kissed by their mother.",neutral
"They look much prettier for it, and so did the flax.",neutral
"People say that I look exceedingly well, said the flax, ""and that I am so fine and long that I shall make a beautiful piece of linen.",neutral
"How fortunate I am; it makes me so happy, it is such a pleasant thing to know that something can be made of me.",joy
"How the sunshine cheers me, and how sweet and refreshing is the rain; my happiness overpowers me, no one in the world can feel happier than I am.""",joy
"Ah, yes, no doubt, said the fern, ""but you do not know the world yet as well as I do, for my sticks are knotty;"" and then it sung quite mournfully-",sadness
"Snip, snap, snurre, Basse lurre: The song is ended.",neutral
"No, it is not ended, said the flax.",neutral
"To-morrow the sun will shine, or the rain descend.
10:10	N:N	N:N	I feel that I am growing.
11:11	N:N	N:N	I feel that I am in full blossom.
12:12	H:H	H:H	I am the happiest of all creatures.",neutral
"Well, one day some people came, who took hold of the flax, and pulled it up by the roots; this was painful; then it was laid in water as if they intended to drown it; and, after that, placed near a fire as if it were to be roasted; all this was very shocking.",surprise
"We cannot expect to be happy always, said the flax; ""by experiencing evil as well as good, we become wise.""",neutral
And certainly there was plenty of evil in store for the flax.,neutral
"It was steeped, and roasted, and broken, and combed; indeed, it scarcely knew what was done to it.",neutral
At last it was put on the spinning wheel.,neutral
"Whirr, whirr, went the wheel so quickly that the flax could not collect its thoughts.",neutral
"Well, I have been very happy, he thought in the midst of his pain, ""and must be contented with the past;"" and contented he remained till he was put on the loom, and became a beautiful piece of white linen.",joy
"All the flax, even to the last stalk, was used in making this one piece.",neutral
"Well, this is quite wonderful; I could not have believed that I should be so favored by fortune.
22:22	N:N	N:N	The fern was not wrong with its song of
23:23	N:N	N:H	'Snip, snap, snurre, Basse lurre.'
24:24	N:N	N:H	But the song is not ended yet, I am sure; it is only just beginning.
25:25	H:H	H:H	How wonderful it is, that after all I have suffered, I am made something of at last; I am the luckiest person in the world- so strong and fine; and how white, and what a length!
26:26	N:N	H:N	This is something different to being a mere plant and bearing flowers.
27:27	H:N	H:N	Then I had no attention, nor any water unless it rained; now, I am watched and taken care of.
28:28	N:N	H:N	Every morning the maid turns me over, and I have a shower-bath from the watering-pot every evening.
29:29	N:N	H:H	Yes, and the clergyman's wife noticed me, and said I was the best piece of linen in the whole parish.
30:30	H:H	H:H	I cannot be happier than I am now.",joy
"After some time, the linen was taken into the house, placed under the scissors, and cut and torn into pieces, and then pricked with needles.",neutral
"This certainly was not pleasant; but at last it was made into twelve garments of that kind which people do not like to name, and yet everybody should wear one.",neutral
"See, now, then, said the flax; ""I have become something of importance.",neutral
This was my destiny; it is quite a blessing.,joy
"Now I shall be of some use in the world, as everyone ought to be; it is the only way to be happy.",joy
"I am now divided into twelve pieces, and yet we are all one and the same in the whole dozen.",neutral
"It is most extraordinary good fortune.""",neutral
"Years passed away, and at last the linen was so worn it could scarcely hold together.",neutral
"It must end very soon, said the pieces to each other; ""we would gladly have held together a little longer, but it is useless to expect impossibilities.""",neutral
"And at length they fell into rags and tatters, and thought it was all over with them, for they were torn to shreds, and steeped in water, and made into a pulp, and dried, and they knew not what besides, till all at once they found themselves beautiful white paper.",neutral
"Well, now, this is a surprise; a glorious surprise too, said the paper.",joy
"I am now finer than ever, and I shall be written upon, and who can tell what fine things I may have written upon me.
43:43	H:Su+	H:+	This is wonderful luck!",neutral
"And sure enough the most beautiful stories and poetry were written upon it, and only once was there a blot, which was very fortunate.",neutral
"Then people heard the stories and poetry read, and it made them wiser and better; for all that was written had a good and sensible meaning, and a great blessing was contained in the words on this paper.",neutral
"I never imagined anything like this, said the paper, ""when I was only a little blue flower, growing in the fields.",neutral
How could I fancy that I should ever be the means of bringing knowledge and joy to man?,neutral
"I cannot understand it myself, and yet it is really so.",neutral
"Heaven knows that I have done nothing myself, but what I was obliged to do with my weak powers for my own preservation; and yet I have been promoted from one joy and honor to another.",neutral
Each time I think that the song is ended; and then something higher and better begins for me.,neutral
"I suppose now I shall be sent on my travels about the world, so that people may read me.",neutral
"It cannot be otherwise; indeed, it is more than probable; for I have more splendid thoughts written upon me, than I had pretty flowers in olden times.",neutral
"I am happier than ever.""",joy
"But the paper did not go on its travels; it was sent to the printer, and all the words written upon it were set up in type, to make a book, or rather, many hundreds of books; for so many more persons could derive pleasure and profit from a printed book, than from the written paper; and if the paper had been sent around the world, it would have been worn out before it had got half through its journey.",neutral
"This is certainly the wisest plan, said the written paper; ""I really did not think of that.",neutral
"I shall remain at home, and be held in honor, like some old grandfather, as I really am to all these new books.",neutral
They will do some good.,neutral
I could not have wandered about as they do.,neutral
"Yet he who wrote all this has looked at me, as every word flowed from his pen upon my surface.",neutral
"I am the most honored of all.""",surprise
"Then the paper was tied in a bundle with other papers, and thrown into a tub that stood in the washhouse.",neutral
"After work, it is well to rest, said the paper, ""and a very good opportunity to collect one's thoughts.",neutral
"Now I am able, for the first time, to think of my real condition; and to know one's self is true progress.",neutral
"What will be done with me now, I wonder?",neutral
No doubt I shall still go forward.,neutral
"I have always progressed hitherto, as I know quite well.""",neutral
"Now it happened one day that all the paper in the tub was taken out, and laid on the hearth to be burnt.",neutral
"People said it could not be sold at the shop, to wrap up butter and sugar, because it had been written upon.",neutral
"The children in the house stood round the stove; for they wanted to see the paper burn, because it flamed up so prettily, and afterwards, among the ashes, so many red sparks could be seen running one after the other, here and there, as quick as the wind.",neutral
"They called it seeing the children come out of school, and the last spark was the schoolmaster.",neutral
"They often thought the last spark had come; and one would cry, ""There goes the schoolmaster;"" but the next moment another spark would appear, shining so beautifully.",neutral
How they would like to know where the sparks all went to!,neutral
"Perhaps we shall find out some day, but we don't know now.",neutral
"The whole bundle of paper had been placed on the fire, and was soon alight.",neutral
"Ugh, cried the paper, as it burst into a bright flame; ""ugh.""",surprise
"It was certainly not very pleasant to be burning; but when the whole was wrapped in flames, the flames mounted up into the air, higher than the flax had ever been able to raise its little blue flower, and they glistened as the white linen never could have glistened.",neutral
"All the written letters became quite red in a moment, and all the words and thoughts turned to fire.",neutral
"Now I am mounting straight up to the sun, said a voice in the flames; and it was as if a thousand voices echoed the words; and the flames darted up through the chimney, and went out at the top.",neutral
"Then a number of tiny beings, as many in number as the flowers on the flax had been, and invisible to mortal eyes, floated above them.",neutral
"They were even lighter and more delicate than the flowers from which they were born; and as the flames were extinguished, and nothing remained of the paper but black ashes, these little beings danced upon it; and whenever they touched it, bright red sparks appeared.",neutral
"The children are all out of school, and the schoolmaster was the last of all, said the children.",neutral
"It was good fun, and they sang over the dead ashes,-",neutral
"Snip, snap, snurre, Basse lure: The song is ended.",neutral
"But the little invisible beings said, ""The song is never ended; the most beautiful is yet to come.""",neutral
"But the children could neither hear nor understand this, nor should they; for children must not know everything.",neutral
"THERE was once a merchant who was so rich that he could have paved the whole street with gold, and would even then have had enough for a small alley.",neutral
But he did not do so; he knew the value of money better than to use it in this way.,neutral
"So clever was he, that every shilling he put out brought him a crown; and so he continued till he died.",neutral
"His son inherited his wealth, and he lived a merry life with it; he went to a masquerade every night, made kites out of five pound notes, and threw pieces of gold into the sea instead of stones, making ducks and drakes of them.",neutral
In this manner he soon lost all his money.,neutral
"At last he had nothing left but a pair of slippers, an old dressing-gown, and four shillings.",neutral
"And now all his friends deserted him, they could not walk with him in the streets; but one of them, who was very good-natured, sent him an old trunk with this message, ""Pack up!""",neutral
"Yes, he said, ""it is all very well to say 'pack up,' ""but he had nothing left to pack up, therefore he seated himself in the trunk.",neutral
It was a very wonderful trunk; no sooner did any one press on the lock than the trunk could fly.,neutral
"He shut the lid and pressed the lock, when away flew the trunk up the chimney with the merchant's son in it, right up into the clouds.",neutral
"Whenever the bottom of the trunk cracked, he was in a great fright, for if the trunk fell to pieces he would have made a tremendous somerset over the trees.",fear
"However, he got safely in his trunk to the land of Turkey.",neutral
"He hid the trunk in the wood under some dry leaves, and then went into the town: he could so this very well, for the Turks always go about dressed in dressing-gowns and slippers, as he was himself.",neutral
He happened to meet a nurse with a little child.,neutral
"I say, you Turkish nurse, cried he, ""what castle is that near the town, with the windows placed so high?""",neutral
"The king's daughter lives there, she replied; ""it has been prophesied that she will be very unhappy about a lover, and therefore no one is allowed to visit her, unless the king and queen are present.""",neutral
"Thank you, said the merchant's son.",neutral
"So he went back to the wood, seated himself in his trunk, flew up to the roof of the castle, and crept through the window into the princess's room.",neutral
"She lay on the sofa asleep, and she was so beautiful that the merchant's son could not help kissing her.",neutral
"Then she awoke, and was very much frightened; but he told her he was a Turkish angel, who had come down through the air to see her, which pleased her very much.",fear
"He sat down by her side and talked to her: he said her eyes were like beautiful dark lakes, in which the thoughts swam about like little mermaids, and he told her that her forehead was a snowy mountain, which contained splendid halls full of pictures.",neutral
And then he related to her about the stork who brings the beautiful children from the rivers.,neutral
"These were delightful stories; and when he asked the princess if she would marry him, she consented immediately.",neutral
"But you must come on Saturday, she said; ""for then the king and queen will take tea with me.",neutral
"They will be very proud when they find that I am going to marry a Turkish angel; but you must think of some very pretty stories to tell them, for my parents like to hear stories better than anything.",neutral
"My mother prefers one that is deep and moral; but my father likes something funny, to make him laugh.""",neutral
"Very well, he replied; ""I shall bring you no other marriage portion than a story,"" and so they parted.",neutral
"But the princess gave him a sword which was studded with gold coins, and these he could use.",neutral
"Then he flew away to the town and bought a new dressing-gown, and afterwards returned to the wood, where he composed a story, so as to be ready for Saturday, which was no easy matter.",neutral
"It was ready however by Saturday, when he went to see the princess.",neutral
"The king, and queen, and the whole court, were at tea with the princess; and he was received with great politeness.",neutral
"Will you tell us a story? said the queen,- ""one that is instructive and full of deep learning.""",neutral
"Yes, but with something in it to laugh at, said the king.",neutral
"Certainly, he replied, and commenced at once, asking them to listen attentively.",neutral
"There was once a bundle of matches that were exceedingly proud of their high descent.
35:35	N:N	N:N	Their genealogical tree, that is, a large pine-tree from which they had been cut, was at one time a large, old tree in the wood.
36:36	N:N	N:N	The matches now lay between a tinder-box and an old iron saucepan, and were talking about their youthful days.
37:37	H:N	H:N	'Ah! then we grew on the green boughs, and were as green as they; every morning and evening we were fed with diamond drops of dew.
38:38	H:H	H:H	Whenever the sun shone, we felt his warm rays, and the little birds would relate stories to us as they sung.
39:39	N:N	H:H	We knew that we were rich, for the other trees only wore their green dress in summer, but our family were able to array themselves in green, summer and winter.
40:40	Sa:N	N:N	But the wood-cutter came, like a great revolution, and our family fell under the axe.
41:41	N:N	N:N	The head of the house obtained a situation as mainmast in a very fine ship, and can sail round the world when he will.
42:42	N:N	N:N	The other branches of the family were taken to different places, and our office now is to kindle a light for common people.
43:43	N:N	N:N	This is how such high-born people as we came to be in a kitchen.'
44:44	N:N	N:N	'Mine has been a very different fate,' said the iron pot, which stood by the matches; 'from my first entrance into the world I have been used to cooking and scouring.",neutral
"I am the first in this house, when anything solid or useful is required.",neutral
"My only pleasure is to be made clean and shining after dinner, and to sit in my place and have a little sensible conversation with my neighbors.",neutral
"All of us, excepting the water-bucket, which is sometimes taken into the courtyard, live here together within these four walls.",neutral
"We get our news from the market-basket, but he sometimes tells us very unpleasant things about the people and the government.",neutral
"Yes, and one day an old pot was so alarmed, that he fell down and was broken to pieces.",neutral
"He was a liberal, I can tell you.'",neutral
"'You are talking too much,' said the tinder-box, and the steel struck against the flint till some sparks flew out, crying, 'We want a merry evening, don't we?'
52:52	N:N	N:N	'Yes, of course,' said the matches, 'let us talk about those who are the highest born.'",surprise
"'No, I don't like to be always talking of what we are,' remarked the saucepan; 'let us think of some other amusement; I will begin.
54:54	N:N	N:N	We will tell something that has happened to ourselves; that will be very easy, and interesting as well.
55:55	H:N	H:H	On the Baltic Sea, near the Danish shore'- 'What a pretty commencement!' said the plates; 'we shall all like that story, I am sure.'",neutral
"'Yes; well in my youth, I lived in a quiet family, where the furniture was polished, the floors scoured, and clean curtains put up every fortnight,' 'What an interesting way you have of relating a story,' said the carpet-broom; 'it is easy to perceive that you have been a great deal in women's society, there is something so pure runs through what you say.'",neutral
"'That is quite true,' said the water-bucket; and he made a spring with joy, and splashed some water on the floor.
58:58	N:N	H:N	Then the saucepan went on with his story, and the end was as good as the beginning.",joy
