text,solution
yeah... i'm pretty sure i'm still gonna marry him.,0
"talking about?! mindy, guy devil! he's satan smock!",4
"look, know he's perfect, truth is, end day, still really wanna mrs. dr. barry farber, d.d.s.",6
oh god.,5
hope find way happy me. hope still maid honor...?,2
hope barry kill eat aruba.,1
"listen, robert’s gonna second so, one tell him?",6
oh.,1
"please, right now, no, every time see it’s like ‘is lose?’ ‘is watching me?’",2
"can’t tell him, can’t go guy barely know talk his.... stuff.",3
"he’s right, even it’s say something complementary.",6
hey!,5
hey.,6
"ready gym? they’ve got new rock climbing wall, spot other.",6
"no, spot here.",6
what?,5
"okay, listen robert...",6
don’t time this.,3
"no, game is.",6
gave really quickly.,6
seen joey?,6
what’s matter?,6
"oh, this! y’know it’s fault really, couch usually",6
"hey, somebody wanna hand one tiles.",6
what’s going on?,5
he’s retiling floor.,6
yo!! spackel boy! get up!,6
"ah-ah-ah, started this, finish it.",3
started mine first!,3
"build unit cinderelly, lay tile cinderelly.",3
come chloe! finish customer first. come chloe! come chloe!!,0
help you?,6
uh-oh.,2
"uh, y'know what, we’re second thoughts copying needs. we’ll need little time think it.",6
"chloe, switch me, there’s guys got crush you.",6
"okay, hurt us.",0
hi guys. haven’t seen since morning.,6
"well ah,........y'know.",6
"hey, guys tomorrow night?",6
us?,5
maybe. scare ya?,6
relax. it’s issac’s d.j.-ing philly. come.,6
we’ll there.,0
"great. i’ll ah, see ya then.",0
"right, rock on.",0
"umm, candles, champagne, yeah anniversaries great.",0
"‘cause know love lasts forever, y'know.",0
"nothing like lifetime, money bank, rachel broke up.",1
"oh god, ross sorry.",0
"y'know what, want talk much, probably could really get it, free dinner tomorrow night?",6
"oh yeah, i’d love that.",0
"oh, great! too.",0
guess started rachel got new job.,6
care much?,6
because! could get live fantasy!,0
fantasies emily?,1
"no! y’know,",6
junior high one hung ukrainian kid?,6
"yeah that, plus mom used put sour cream everything!",6
love her?,6
"said going two weeks, y’know?",6
love her!,5
what-what love really?,6
"ohhh,",6
good kisser.,6
"two can, sneak cockpit, things start heat up, stewardess comes in… i’ve watching much porn.",6
basically easy. read script try sell much toner possibly can.,6
"okay, that! oh, way,",0
don’t trial run.,6
"oh okay. umm, right. hi, phoebe empire office supplies, speak supply manager please?",6
i’m supply manager.,6
"umm, okay would like talk toner needs.",6
"kathy! kathy! hi!! kathy! kathy! (she hear keeps running, chandler starts chasing theme",0
"hey, chandler! here?",5
"oh, wanted say, ""hey!""",0
hey!,6
okay.,6
"oh, hey, mon, still like old blouses dresses high school?",6
"yeah, think around somewhere. why?",6
"well, it’s maternity clothes expensive.",0
"hey, rach! made pile stuff side room. could just……throw purses it.",1
bloomingdale’s,6
"oh god, job?",5
"no, stuck personal shopping.",1
okay!,6
"come on, peeking!",0
eyes closed we’re cross street. good.,0
"okayyyyy, open up!",0
want show us? see,6
"yeah, it’s catering business!",0
think know girl.,6
"right, umm, we’re gonna really keep way though.",0
no?,5
"no, we’re gonna paint sword, replace baguette.",6
oh!,5
"also, don’t know this.",6
"oh yeah, definitely know her.",6
"don’t know?! rach, balded girlfriend!",6
"right! ross, think it’s easy see somebody else?",3
"y'know, hey! you’re one ended it, remember?",3
"yeah,",6
still love me?,1
noo.,1
still love me.,6
"oh, y-yeah, so, you-you love me!",5
"noo, nnnnn. mean? you, mean wanna, get back together?",5
noo!,3
maybe!,5
"i, don’t know.",6
"ross, still can’t forgive did, can’t, just, sometimes i’m just, feel so...",1
what?!,1
"just, feel, i-i just...",6
what?,6
feel...,6
"noo!! don’t care! i’m not, i’m gonna playing one-on-one strip poker practice!",3
made cards!!,1
well! good night. i’m going upstairs.,6
good night.,6
wanna play strip poker practice?,1
doing?,6
key’s stuck lock.,6
fix it. hold on. look out. look out.,6
still doesn’t work.,0
"isn’t incredible?! monica chandler, gettin’ married.",0
"know, they’re gonna",0
"ohh… mean two best friends falling love, often happen?",0
no! i’m happy them!,0
too! happy them!,0
"oh no! god, definitely jealous!",6
"mean i’m probably 98% happy, maybe 2% jealous. mean what’s 2%? that’s nothing.",6
totally. i’m like 90/10.,0
yeah too.,6
"hey uh, guys scene chandler?",6
"wh—no, y’know stop looking ya, tennille.",6
remember guy cooking school told put cilantro everything?,6
"oh sure, cilantro larry.",6
"well, i’m gonna fill food critic chelsea reporter.",0
"wow, monica! amazing opportunity influence… dozens people.",0
"could say yes, catering business?",3
"oh no-no-no, it’s one night week, plus get take",6
yay!!,0
"oh, case——yay! hopping board.",0
oh.,0
"hey, guys! hey, ross, quick question ya. ready party?",0
hello.,6
"hey, it’s me.",6
"know can’t stand room me, thought i’d try apologize phone.",1
hello.,6
"look never kissed girlfriend, i’m",2
stop callin’!!,3
"hey! hey! hey! 92.3, wxrk, k-rock $1,000 daily challenge.",0
right!,6
"name roommate very, sorry would anything",6
joseph francis tribbiani home yet?!!,6
"umm, think he’s still out. what’s wrong?",0
"well, i’ll tell rachel karen green, plans joey tonight left note.",6
"""pheebs, can’t make it, got date. talk later. big daddy."" big daddy?",3
oh that’s nickname trying out.,6
"hey, y’know nickname never caught on? ross-a-tron!",0
hey!,0
oh! here’s joseph francis!,0
oh-wha-ho! middle naming for?! left note!,5
what?! doesn’t give right ditch me!,3
"hey, cancel plans friends possibility sex!",3
"phoebe he’s right, rule.",6
don’t accept rule.,3
"make plans, expect show up.",3
"okay, can’t way kill time ‘til meet someone better!",3
"y’know boyfriends girlfriends come go, life!",3
know there?,6
no.,6
long home?,6
half hour.,6
love,6
"lights. uh, romantic lights.",6
"ooh, nice.",0
"ah, thing wanted talk about.",6
"oh, right! completely forgot that.",6
"well ah, i’ve lot thinking, look life",6
yeah?,6
"feel like i’ve conquered business world, feel like i’ve conquered intellectual world, i-i beautiful woman world.",3
wow.,5
there’s one thing missing.,1
what’s that?,6
it’s time conquer physical world.,6
okay.,6
"monica, want become ultimate fighting champion.",6
wanna what?!,5
"want become ultimate fighting champion! it’s intense physical competition world, it’s banned 49 states!",0
talking about?,5
"okay, trainer, ho chi, teaching combination gee koon doe brazilian street fighting, i’ve even octagon training ring designed.",6
suppose used ring designer that.,0
yeah.,6
"monica, want front row win.",0
want close enough smell blood.,0
think?,6
parents happy.,4
okay come in?,6
"yeah, come on, eat, whatever want. dr. roger got beeped again.",6
"yeah know, guess beeped him?",6
what?!,5
i’m ruptured spleen.,1
would that?,0
shouldn’t him. me.,1
really?,5
"talking roger, killing me!",1
"look, things like last night don’t happen.",6
least me.,6
"two women, morning y’know lying couldn’t wait go hang friends, always y’know friend.",6
chandler!,5
"know probably don’t want go me, y’know make many jokes i’ve never serious relationship guess i’m technically ""doctor…""",1
"one woman, wasn’t there?",6
"no, two.",6
including me?,5
oh yeah.,0
hey!,0
welcome back!,0
hey! pick left off?,0
"don’t know, i’m still pretty tired afternoon.",6
why?,5
"uh, sex.",6
sex?,5
sex.,0
didn’t sex.,5
"well didn’t sex you, sex someone looked awful lot like",6
ew! ew! ew! ew! ew! ew!,4
oh no! oh no! oh no! oh no! no! no! no!,4
oh god stu! i-i can’t believe this! absolutely sure she’s hooker?,4
"either she’s best, expensive date ever had.",5
would look them. ever gonna find boyfriend again? gonna die old maid.,1
i’m mother.,6
ehh?,5
"oh, monica joked wouldn’t go guy like chandler...",6
hi there.,6
"...and couldn’t let go, and... don’t really know happened either.",6
"ross’s new girlfriend, bonnie, shows rachel convinced save head.",6
"ross rachel kiss, ross choose rachel bald girl don’t know happened either...",6
"y'know what, hold on, let go get chandler.",6
"uh mr. morse, speak moment?",6
"well yeah, lied before.",1
oh!,5
oh god,5
know really feel it.,6
"oh-oh, that’s risky little game!",5
really gonna this?,2
yeah. i’m gonna baby. i’m gonna baby. i’m gonna baby!,0
who?,6
"ah, it’s still time.",6
said boring--ohh!,3
say boring?!,6
"oh god, remember now! playing chess!",5
phoebe!,6
"oh, come on!",0
"yes, remember time frozen lake?",6
"playing chess, said boring, took energy mask cameron diaz!",3
"okay, there's",6
"right, i’m leaving!",3
i’m going spend one day someone whose sabotage every move.,3
that’s rachel!,3
"yeah, got that.",6
"you! throw say no, gay you?",3
take care jill.,6
"okay, see ya!",0
bye-bye,0
"i-i can’t believe jill’s gone. can’t help it, opened gate.",1
"about, you’re moving!!",0
look! ridiculous. packing you!!,3
"hey, guys doing?",6
great! monica’s moving!,0
not!,3
oh really?! come stuff box?!,5
"okay, guys. guys think know what’s going here. okay, guys",6
phoebe mad!,3
"well, deep-deep-deep down!",6
"yeah, i’m mad!",3
keep running.,6
okay!,6
"oh, here’s trench-coat wanted.",6
"oh great! wow! yeah, it’s comfortable.",0
yeah?,6
oh!,3
"right, y'know what, we've talking london much we?",6
i'm sorry.,6
'cause there.,6
"cause ever get pregnant stuff, bums out.",1
sorry.,6
happened?,6
"well, y'know, little this, little that. got date tomorrow night.",6
"see, tell you?! getting ross already!",0
get out!,0
didn’t see fast song coming.,5
shh.,6
shh.,6
"don’t try talk, we’ll get room, we’ll soak feet, you’ll okay.",6
"oh, thank you.",6
sweet!,0
yeah.,6
"no, mean it. genuinely nice guys there.",3
"tell it, feel like i’m holding fort myself.",6
it’s joey right?,6
yeah.,6
wait minute!,5
no!,3
i’m nice one!,5
i’m one danced kids night!,5
how…how small feet?,6
"uhh, mind sitting there. i’m-i’m saving friend ross.",6
mean dr. geller?,6
doctor? wow! didn’t know nickname.,5
"oh, won’t sit here.",6
"people white coats sit there, people blue blazers sit here.",6
"yeah, must’ve fallen blocks back. figured hit dog.",0
okay.,6
"listen uh, could put kathy on, wanna apologize.",1
oh yeah man. joey.,6
hey.,6
"oh it’s fine, don’t worry it.",6
"yeah-no, stop apologizing, it’s okay.",6
i’ll talk tomorrow.,6
"uh, probably go.",6
yeah. yes! yeah.,6
forgot purse.,6
oh.,6
"no, really forget purse.",6
"new place new ross. i'm gonna guys work y'know, furnished.",6
must say nice see back feet.,0
well that. whole rage thing definitely behind me.,6
wonder time rejoin team museum?,6
"....and 12, 22, 18, four... what?",5
spelled boobies.,0
"ross, another box mint treasures, okay. where, mint treasures?",6
"ah, we’re out. sold all.",6
what?,5
no.,1
"no, just, just, couple boxes.",3
"it-it-it’s big deal, right, i’m-i’m cool.",2
gotta help couple boxes!,1
"mon, look yourself. cookie neck.",4
oh god!,1
"so, many sold far?",6
check out. five hundred seventeen boxes!,5
"oh god, that?",5
"okay, night leaving museum ‘laser floyd’ letting planetarium, without even trying sold 50 boxes!",0
"that’s occurred me, key success, ‘the munchies.’ ah, started hitting nyu dorms around midnight.",0
selling cookies case.,0
call me: 'cookie dude!',0
"okay, stop you’re doing, need envelope stuffers, need stamp lickers.....",6
"well hey, resumes ya?",5
me! computer.,0
hi.,6
hey. soaps? shampoos? really taking stuff?,5
not? it’s built price room.,6
yeah don’t need——what this?,5
thread!,0
score! disposable cameras?,0
disposable cameras?,1
cameras? remember last night told take them?,5
didn’t.,6
"yes! remember? right cut cake, went said",5
"oh-oh yeah, you-you came asked could favor, uncle murray came handed check.",6
"said, ""why call check?",6
"yugoslavian?""",6
"yeah, that.",6
don’t cameras?!,5
no. sorry man.,1
so? what? what? they’re gone! monica’s gonna freak!,5
"well, i’m sure they’re still somewhere hotel. i’ll-i’ll help look them.",6
great.,3
in-in three minutes.,6
"uhh, rachel, parents",6
ohh! it’s nice meet you. hello.,0
"hello. well, joshua, $500 groceries.",6
what?,5
"this-this, no, oh no, no-no-no, not—that’s-that’s is.",0
"see, see, okay, work fashion, see and-and, real dress actually.",6
"it’s-it’s, they’re-they’re wearing milan, part job wear clothes, see people respond, report back superiors",6
maybe l.a?,6
yes!,0
go.,6
"so, kids eaten yet?",6
"well, going after—i mean umm, next.",6
"well, we’re starving, don’t go get something eat?",6
"oh, yeah, well… yeah, use wasting baby, lyin’ around house.",6
so… go eat.,6
yes.,6
"you’ll wear that. we’ll eating, course, you’ll wearing that.",6
well guess should’ve thought wife kids talked back chef geller!,6
thanks.,6
enough!,3
lean lean lean,0
let see that.,6
one right here.,6
triskaidekaphobia.,6
fear,6
"no! no, fear number 13.",6
"it’s possible, really sharp edges.",6
"right chandler, you’re up.",6
"wait minute, i-i believe i’m entitled use angel pass free turn?",0
game makes sense!,3
y’know what? you’re upset you’re losing.,0
"oh come ross, think we’re losers here.",6
"right. chandler, either spin wheel pick google card.",6
let think. let think—oh! don’t care.,3
you-you must choose mr. bing.,6
"either, makes difference.",6
"choose, jackass!",3
i’ll take card.,6
"okay, picked gimmie card! get ross’s points!",0
what?!,5
game kinda fun.,0
don’t think it’s little crazy get points ‘cause,6
don’t think contestants supposed speak other.,6
"hello? oh, hi ross! see? people call me!",5
funny ross!,0
life-like funny.,6
okay.,6
"oh no-no-no, waving lady.",6
"whoa, maybe was!",5
"get man! flirt back, mix up!",0
"yeah, i-i-i'm that.",0
"okay, goes.",2
a-doin'?,6
worked!,5
waving over.,0
"okay, i-i-i'll right over.",0
"let's see, third floor",6
"wow! pretty, huh?",5
"tell it, huh? oh no-no-no, i'm her, monica! ewwuck!",4
hey!,6
hey!,6
"oh honey, i'm sorry, right, feels great!",0
"see? care people staring, second cause gone!",6
gone! mean amazing pheebs. feel free graceful. hey! look horse! sorry!,0
"oh come guys, it’s like moved europe! moved across hall!",0
ahh! aren’t dressed yet?,5
naked again?!,5
we’re supposed meet parents 15 minutes.,6
"yeah okay, talking guys. look mean, okay come visit?",6
wh?! allergies?!,5
"oh right, allergies. her, hates you.",6
shoot! we’re soda.,1
"oh, i’ll go get some.",6
really?!,5
"nope! i’m boyfriend. hey pheebs, go?",6
"well, umm, mom’s friend, phoebe, actually birth mom.",1
found dried seashores.,6
"sweety, talking about?",5
"oh, new mom, who-who’s big, fat abandoner!",1
"whoa, wait, pheebs, wait second! don’t wanna stay talk it?",5
"no. i’m just, wanna, need alone.",1
monica!,1
oh.,6
open it! open it! open it!,0
yeah baby!,0
never got hear wedding!,0
"no, no, parents 1 2 friends. small wedding.",6
hey!,0
hey!,0
hi!,0
"so, guys wanna come eat dinner restaurant sometime next weeks?",6
sure!,0
i'd love to!,0
well,6
"well, can't give massage, licence revoked again!",1
"phoebe, happened?",6
"well, accident...you know, lot oil sometimes hand slips!",6
got surprise you? pack bags!,0
oh no!you guys supposed get divorced 7 years!,5
"umm, nice.",6
"know, isn’t it?",0
"no, mean it, feels really good. hundred percent cotton?",0
"yeah! got sale, too.",0
"anyway, go, one lifeguards dismantle nuclear device.",6
"well, wanna get drink later can.",6
"oh yeah, sounds great. oh, listen, it’s, it’s gonna be....",6
know. thanks.,6
so? come on! explain geller! first get rachel pregnant!,3
got rachel pregnant?!,5
did?!,5
did!,3
"yes. yes, yes did. but-but was, one night thing. meant nothing.",2
oh? really? that’s daughter means you? nothing?,3
"no! sir umm, means lot me. mean, care—i-i love rachel.",2
what?!,5
"oh way. mean…i mean i’m love her. love like a, like friend.",0
oh really? that’s treat friend? get trouble refuse marry her?,3
hey! offered marry her!,3
wh,0
didn’t want to.,3
well not? spend time tramp?!,3
tramp?!,5
"i’m sorry. dr. green, mona. mona, dr. green.",0
"yes, fran.",6
"know time is, i'm looking wenus i'm happy!...",3
"oh, really, really, really?",0
"well, let tell something... care it, care it!",3
got it?,6
good!,0
whooooaaaa....,5
bijan men? bijan men? bijan men?,6
"hey, joey. hear new guy?",6
could birds.,6
"okay, mr. heckles, we'll try keep down.",6
thank you. i'm going rejoin dinner party.,6
"right, bye-bye.",6
"okay, janice. janice. gotta give janice. picky.",6
we'll give janice.,6
"miss janice though. ""hello, chandler bing.""",6
"""oh, my, god.""",5
"""oh, chandler, now, now, that's it. there, faster!""",0
"stop broom, we're making noise.",6
won. won!,0
mr. heckles.,6
happen?,6
musta sweeping. found broom hand.,6
that's terrible.,3
know. sweeping yesterday. coulda me.,6
"sure, coulda. never know.",6
never know.,6
"oh, i'm sorry.",1
where's chandler?,6
"oh, needed time grieve.",6
i'm free! i'm free!,0
oughta it.,6
"hey, look me. i'm making jam, since 4 o'clock morning.",1
where'd get fruit four morning?,5
went docks. bet ya know could get wholesale.,6
know docks.,5
hey.,6
hey.,6
"aww, broken?",1
"no, gotta wear thing couple weeks.",0
tell doctor jumping bed?,6
nooo. story worked chandler sold out.,1
"well, i'm sorry joe. think doctor gonna buy *fell* socket.",3
this? fruit?,5
monica's making jam.,6
"whoa, jam! love jam! hey, come never jam place?",0
kids need new shoes.,6
i'm going business people.,6
i'm sick tired depressed richard.,6
"needed plan, plan get man.",3
what's opposite man?,6
jam.,6
oh joey don't!,2
way hot.,3
batch.,6
why? think he’s still mad us?,5
well he’s probably mad called morning borrow goggles.,6
what? mine aren’t tinted.,5
go pheebs. else wants one special homemade brownies?,6
one.,6
"okay, i’m gonna one.",6
"no, no, it’s tooth.",1
right i’ll one.,6
"what’s matter, need dentist? i’ve got good one.",6
"thanks, good one too. just, i, can’t see him.",2
see problem invisible dentists.,6
why? can’t go him?,5
"because, every time go dentist, somebody dies.",3
"weird, every time go dentist, look hygienist’s blouse.",0
"phoebe, what? umm...what?!",5
"yeah, yeah, first aunt mary, umm, john, mailman, my, cowboy friend ‘albino bob’.",6
people actually died?,5
"yes, chair!",1
"that’s take good care teeth now, y'know, it’s oral hygiene, floss save lives!",6
"pheebs, come on, didn’t kill anybody, people happened die went dentist.",6
"it’s, it’s, it’s ah, coincidence.",6
"well tell them. oh! can’t, dead.",1
hello?,5
ross.,6
dreadful. felt terrible acted said wonderful things.,1
"no, no, that-that, that’s right. umm, i’m glad called.",0
"ross umm, there’s something i’ve got tell you, there’s-there’s someone else.",0
mean thing england america?,1
know what? i'm gonna able enjoy this.,1
"yeah, know, birthday. here.",1
"so, let's go.",6
"well maybe, know, maybe stay one song.",6
"yeah, mean, would rude us leave now.",6
"know, guys probably great time.",6
"okay, i’ve got three five.",6
"three five, what?",6
celebrities i’m allowed sleep with.,6
oh god! giving lot thought.,5
"yeah, it’s hard okay, two spots left.",6
"right, got narrowed to?",6
"okay, elizabeth hurely....",0
"oooh-hoo, attractive, forgiving.",5
susan sarandon.,6
"eh, y'know what, she’s political, probably wouldn’t let it, unless donated four cans food first.",4
and!! isabella rosselini.,0
"ooh-hoo. hot, sexy. ah, y'know she’s international, y'know she’s never gonna around.",0
so?,6
"so, gotta play odds, pick somebody who’s gonna country like time.",6
"yeah, ‘cause that’s won’t get isabella rosselini, geography.",6
oh that’s five ross. five women five babies! babies! doesn’t want come out?,1
y’know think is?,6
think you’ve made nice home last nine months doesn’t want leave.,6
oh. look making crap me. oh god!,1
"twenty-one hours, you’re hero.",6
doctor gotta something! think gotta give drugs gotta light fire smoke out.,1
"actually, think you’re ready go delivery room.",6
what?,5
"ten centimeters, you’re become mom.",6
god. okay. ha-ha-ha beat ya! sucker!,5
yet?,6
"no, honey, they're not, worry, going find them, do, you, ok?",6
ok.,6
hi.,6
may see boarding pass?,6
"oh, no, no, one. need talk friend.",6
"oh, oooh. i'm sorry. allowed jetway unless boarding pass.",6
"no, know, i—he went on.",6
"he's right there, he's got blue jacket on, i... j-just...",1
no! federal regulations!,3
"ok, alright, ok, um... could please, uh... give message me? please?",6
alright. what's message?,6
uh... know.,6
"sir? sir? excuse me, sir? uh... message you.",6
what?,6
"rachel. said loved present, see get back.",6
": toby... oh, god's sake, know talking about!",5
there's rachel!,3
"here's thing, janice.",6
"know, mean, like we're different.",6
"i'm like bing, bing, bing.",3
"like boom, boom,... boom.",6
ow!,5
"oh, god, i'm sorry. ok?",3
"ow. um, lens. lens. i'll right back.",1
hit eye! hit eye! worst break-up history world.,1
oh god. many had?,5
"oh, know, million?",3
"chandler, easy, easy. go happy place. la la la la la la la.",6
i'm fine.,6
right.,6
i'm fine. comes.,2
wait here. breathe.,6
that?,5
like gift.,6
always always break together.,6
"oh, i'd like that.",6
win.,3
"well, have?",6
doesn’t matter nothing beats three six.,0
friend d-cup.,6
"okay, much far?",6
"uh, wow, 700.",5
700 exactly?,5
yeah.,6
double it!,0
what?,5
"well see cups, get $700, double it.",6
really?,5
"hey, didn’t make rules.",6
"now, receive doubling bonus, get uh, one card.",6
"one card could worth $100 bringing total 1,500.",6
don’t get excited that’s gonna happen unless get—no way!,5
"i’m, i’m sorry didn’t get go spacecamp, i’m hoping maybe somehow, may make it.",1
presenting sarah tuttle’s private special spacecamp!,0
"really mr. geller, don’t this.",6
oh come on! go! stand mission countdown!,0
i’m alien. i’m alien.,6
oh no! asteroid!,5
hey.,6
hey.,6
going?,6
bank.,6
sperm regular?,6
sperm.,6
"really this, huh?",5
"oh yeah, picked guy, 37135.",6
sounds nice.,6
"fraid so. brown hair, green eyes...",6
"kiddin', hmm.",5
what?,1
"what's wrong, sweetie?",6
"nothing, nothing.",0
"aaaah, what's wrong, c'mon.",0
"it's, mean, nothing, i'm fine.",1
friends.,1
they-they liking problem you.,1
"that, um, don't.",1
oh. don't.,5
see wonderfulness see.,0
see good stuff sweet stuff.,1
think little...,0
what?,6
intense creepy.,6
got me.,6
yeah. right.,6
"good, hey! treat. that's eating anything, right?",0
can’t believe we’re here.,0
oh you’ve got kidding me.,5
what?,5
"wedding gift you, hotel would like give honeymoon suite.",6
no!! screwing us day!,3
you?,5
we’re ten seconds later!,6
already got first class tickets.. got lounge!,3
mean get free stuff too!,3
mean you’re ones honeymoon!,3
well suite want.,6
don’t care stay.,6
we’re celebrate love together.,3
don’t get free stuff.,3
want together.,0
need stuff.,6
yes!,0
"okay, well handshake?",6
oh god i'm sorry!,0
"oh god, i'm sorry!",0
mean touch that—i mean,2
hey pheebs!,0
hey!,0
check out. much man i?!,0
wow! nice! manly also kind slut.,2
"brings us back, course, greely’s theory dominance.",6
"okay, that-that’s today.",6
"oh, uh anyone know freeman building is?",6
"yeah, it’s new building avenue a.",6
"what?! that-that’s way cross town, i’m supposed teach graduate seminar ten minutes.",5
"ooh, dude. that’s gonna happen.",6
move it! move it! move it!! hey!!! i’m teacher!!,3
jason?,6
"yeah, come in.",6
"phoebe, ah, sounded kinda serious phone, ah, anything wrong?",6
no. don’t think i’m gonna want to.,5
can’t this.,1
"yep. yep, that’s didn’t want know.",1
"well, oh, mark, i’m wrong reasons, y'know?",1
i’m get back ross.,1
"i’m sorry, it’s fair you.",1
ahh!,5
"fair, shmair",1
y'know?,6
"look, want get back ross, you.",6
really?,5
"no-no, say-i say, say get back right couch.",6
right here!,3
oh god. i’m sorry this.,1
that’s okay.,6
sure?,0
yeah. go home get back myself.,6
is! future fashion superstar!,0
"oh joey, i’m hardly",6
little sister dina!,0
go,6
"saw movie door one knew behind it, finally got open millions millions millions bugs came pouring feasted human flesh.",4
y’know wouldn’t kill ya respect wife’s privacy!,0
stupid closet full bugs!,3
"joey. joey, something feels weird good weird. don’t—whoa!!",2
"sisters pregnant got every weird feeling book, always nothing.",6
really?,6
absolutely.,6
"okay rach-rach-rach look me, look me, everything’s gonna fine, trust me.",6
take hand.,6
go.,6
oww crushing bones!,5
oh hello.,6
"oh, it’s you. see everywhere. i’m jim, jim nelson.",5
"oh jim, jim nelson i’m phoebe, phoebe buffay. certainly seeing lot lately.",6
"have. maybe we’ll seeing dinner tomorrow night, say around 8 o’clock?",6
"well, maybe will. oh!",0
"well, that’s something girl wants hear.",3
"no, come don’t start. ouch!",0
what?,1
stupid balls way.,1
oh well. probably would’ve constructive solution.,6
chalk face.,6
huh?,0
"oh, ross you’re right, don’t know always thought real grass.",1
"hey, okay?",0
wife’s lesbian.,1
cool!!,0
"ross, joey. joey, ross.",1
hey! ‘ya headin’ pants? 1982?,0
"oh monica, listen, ah, saw hardware store, got designer tiles sale.",6
ever want redo bathroom floor.,6
"why, what’s wrong bathroom floor?",5
"nothing. it’s old dingy, that’s all.",4
highly doubt that.,3
"oh yeah. ah, move hamper, see color tile used be. yeah.",4
can’t live like this! gonna do? gonna do?,2
relax. hold. old stuff comes right off.,6
that’s little wanted see.,4
aw!,5
"look that, every inch stuff glued down.",5
it’d take forever pry up.,0
"ah, leave it.",6
can’t leave it! gouged hole dingy floor.,3
eh! go.,6
"know that’s nice, y'know could put back surgeons remove colon!",3
hi.,6
hi!,3
hey!,0
"uh, pheebs, mom...",6
yeah?,5
how’s going?,6
"great. oh, took nap today mom fell asleep tummy purred.",0
that’s sweet. i’m gonna get coffee.,6
huh? what’d ya say joe? i’ll right there.,5
pheebs...,6
"feel so, uhh.....",6
right!!,0
i’m coming already!!,0
really?! think work?,5
"absolutely! doesn’t, get extra ticket?",0
heck that?,5
hello.,6
"hey, pheebs! it’s joey!",0
"hey, joey!",0
hey!,0
ooh!,0
ooh!,0
say someone the—that looks like subway.,6
"gonna go say ‘hi!’ figured, doesn’t care looks like you.",0
"cost four bucks. uh listen, called see chick duck doing?",6
"ohh, they’re",0
"kinda, i’ve way much fun.",0
you’re homesick yet?,5
"no, don’t think so.",6
"right, seven us miss you.",0
no.,6
you’ll see.,6
"liam, favour. tell lads go easy ross, it’s first time.",6
don’t say!,5
"good luck, babe.",0
ross! ross! come on! get here! ross! come on!,0
"ross, come on! get bloody scrum! ross, get in!",3
joey!!!!!!,0
don’t believe spent wedding fund beach house!,3
"we’re sorry honey, assumed got married turned 30 you’d pay yourself.",6
come on! admit it! best nap ever had!,3
i’ve better.,6
okay! when?!,3
right! right! best nap ever!,0
uh-huh!,3
i’ve said it! okay?! it’s joey!,3
want again.,3
not?,6
it’s weird!,4
fine! want something drink?,3
"sure, got?",6
warm milk,6
okay?,6
need milk.,6
"ok, i've got milk go... oh! better?",3
no...,1
"i'm embarrassed, i'm one hit on!",5
"pheebs, never met never would happened!",6
i'm sorry! i'm sorry! i'm sorry! i'm sorry!,1
"no, wait, oh, sorry about?",5
"know...right, he's pig!",1
pig!,4
"oh, god, he's pig,",4
oh he's like a...,4
he's like big disgusting...,4
...like a...,6
...pig...pig man!,4
"yes, good! ok...",3
"oh, pig man...how see this?",3
"oh! know! because... he's gorgeous, he's charming, looks you...",1
"ok, ok, pheebs...",6
end.,6
"oh, god...",0
told you?,5
"no, no, trust, me, it's, it's, much better know.",6
"uh, liked better better...",1
"well, yes, it’s kind’ve unusual house.",6
"umm, three beautiful bedrooms ah, baths.",6
"y'know, ocean right there.",6
"knock, knock, knock.",6
"ah, oh, hang second. come in, come in. right, think it, call back.",6
"ah, phoebe abott?",6
"ahh, yes.",6
"hi phoebe abott, i’m best friends daughter!",0
you’re erwin’s daughter?!,5
"no, i-i mean your-your old best friend, here. lily, high school. remember?",6
"oh gosh, lily, yes. course remember lily. i... must be?",5
"phoebe. phoebe. phoebe, yeah. named guess.",1
"uh-huh. wow! well, look! there’s frank.",5
"dude, got turn",6
let’s go watch place.,6
"nah, monica’s watching cooking show. come on, don’t want miss skinny.",6
"chandler, chandler, y’know do? go get new sunglasses.",0
"what? no, want watch this.. cable go out?",0
"no, that’s",6
"joey, cable out?",1
"uh, oh! because, uh, haven’t really paid bill",1
"need money, please-please let loan money?",6
"no, chandler.",6
"look, forget it, okay?",3
"look, know things little tight since janine moved out.",1
"oh, hot.",0
whoa ho.,0
know!,5
"yeah, but, look handle it.",6
right?,6
"look, listen radio, huh?",6
ross gave great book (holds,6
sure.,6
paid phone bill?,6
much.,6
"oh good, okay, can't take anymore.",6
can't take anymore.,3
"win, okay?",3
here!,3
pheebs?,3
flying jet?,5
better make spaceship get back,6
"hey everybody, pheebs here!",0
phoebe!,0
"hey, pheebs!",0
"phoebe, woo!",0
what?! good gonna anybody?,3
"well, helps bee look tough front bee friends. bee happy definitely not.",1
"now, y'know bee probably died stung ya.",6
"aw, dammit!",5
back 30 seconds people!,6
"hey, excuse me, would mind switching me?",6
"hey, way, i'm shot man.",3
come man! day!,3
"yeah, i-i'm taking pledges here, eh?",6
"we're 3, 2,",6
welcome back fall telethon. enjoying performance,6
ah.,6
yeah.,6
"go see doctor tomorrow, i’ll ask this.",6
maybe give pill something.,6
"yeah. yeah, that’s need good…pill.",6
writing?,6
