text,solution
kidding?,5
cannot sleep public place.,6
shark attack bit yet?,6
right.,6
"careful. light. okay, know how, sweep across lid. okay? sweep it.",6
hey! good mail?,6
"weirdest thing happened coffee house, think, think phoebe hitting me.",5
"anyway, um, head like flopping broadway, right, i'm thinking... inappropriate is.",0
arrogance.,3
"phoebe, what, happened here?!",5
"y’know, don’t really know her.",6
"nope. op, wait! goes.",6
"that’s interesting, check out. date",0
depends asked.,6
"maybe take needle thquirt mouth, know, like thquirt gun.",2
"y’know, you’re friend’s getting married, it’s gotta change things.",6
"dunno, there's something about...",6
sex?,5
always bring here?,3
i'm jealous.,3
chandler?,6
jen.,6
oh.,6
"yeah, that'd great. i'd love it.",0
"right. chandler, either spin wheel pick google card.",6
"okay, ben, won’t tell daddy ice cream dinner, don’t tell little bonking incident.",2
"yeah, well, great time you.. can't stand friends.",6
"uhh, well i’ve got audition street spilled sauce front shirt. got extra one?",6
would like go cup coffee?,6
"yes, remember time frozen lake?",6
nobody sees king!,3
think?,6
"oh no-no, can’t that.",2
"well ah, i’ve lot thinking, look life",6
theta beta pi syracuse.,6
wash hands!!!,4
see? i’m it. totally it. lost it.,3
"phoebe, asked guard ring!",3
"i’m andrew, didn’t pay pear.",6
"look, it’s easy. said wanted marry me. don’t want hurt her.",1
better make spaceship get back,6
"i-i sorry, i’ll go.",1
was?,5
"mean work together, nothing could really ever happen us, would love go work monday, and-and never talk again, okay?",1
"like that, won't! kip would liked birds!",1
thanks million.,0
thanks.,6
"i’m saying right now, i’m starting think handle it.",6
bring you’re gonna wreck best thing even happened you.,6
thought said jokes funny. joke! joke! joke!,5
hey! crab cakes? tell ya come straight crab cakes ready?,0
phoebe think would notice didn’t baby nine months!,3
hi! hey!,0
better salmon mousse?,6
"well, never call",6
that's fun.,0
thank you.,6
"oh, sure! i’m sure.",0
noo.,1
"okay, i’ve got three five.",6
"okay, right don’t judge much.",2
wait!,5
no.,6
really? think so?,2
"well, don’t think someone else change?",3
"no, messed up. you’re stupid.",3
"oh, case wondering, legs new james bond poster.",6
"du-du-i wrote it, wrote board!",2
guess worried to... come do... 'that'...,1
"hey, mon.",6
"hold on, y’know",6
"oh, that’s fine! go instincts, go instincts.",0
what?!,5
talk nothin’.,3
one game?,6
"rough day, huh.. c'mere.",1
well still problem.,6
"hi, guys.",6
"ross, divorce attorney 23 years never much business one client.",6
"""you wish.""",0
say? girlfriend again?,6
whose it?,6
"don’t, really.",6
hey! how’s goin’?,6
"well, i’d gotten judy pregnant. still don’t know happened.",0
"yeah, sure, that’d great.",6
come on. 80-foot inflatable dog let loose city. often happen?,5
bijan men?,6
"uh, so…nice place got here.",6
"thank patience, you’re next caller.",6
happy birthday grandma!,0
yeah.,6
"oh. oh, that’s great!",0
oh.,6
"stick, brown, sulkov, mcguire, j.t., beardsley.",6
oh you’ve got kidding me.,5
look got! look got! look got! believe make little people?,5
"oh, good see too. come tell that?",6
guess.,6
think fell off.,6
okay.,6
don’t think anymore.,1
"would’ve let finish, goes say he’s probably gay.",6
leg-chewing us sir.,6
"all, even though chances conceiving natural means great, never know!",6
"rach. do, happy you.",0
"right, i’ll leave.",1
f.y.i..,6
"uh, mean ""for whom?""",6
"well, heard emma stirring, came make sure could reach hugsy.",6
"well, don’t tell you’re supposed be!",3
"oh god, i’m sorry.",1
"look carol umm, was, thinking maybe uh, maybe spice things little.",6
oh.,6
setting rattraps,6
regular decaf?,6
like tiny doctor!’,3
room night!,3
"course, course.",6
whoooaa!,5
ass?,0
answer i’m pretending don’t know you?,6
"isn’t incredible?! monica chandler, gettin’ married.",0
"oh, listen.",6
look!,3
excuse me?,5
"ok, know what? gotta say, i'm really impressed able memorize quickly!",5
"okay, go ahead.",6
pizza delivery!,0
can’t believe i’m going lose job!,1
yeah.,6
"oh, perfect!",0
"well, it’s trust you, you’re one best friends, walked looking ring brochures.",3
"uh, moist, yeah.",6
"okay, tell something never admitted entire friendship!",3
"whoa! whoa! whoa, joey!",5
"okay, know. hold on. hey ross?",6
"‘cause ran bank, still soo cute.",0
oh god! hell been?!!,3
"okay ross, uh, ask something?",1
"oh, monica joked wouldn’t go guy like chandler...",6
can't that.,6
oh - oh god!,5
don’t know.,6
"oh god, kidding?",5
"rachel. said loved present, see get back.",6
"well, be, fault! meddled relationship!!",3
want think might restaurant.. y'know?,2
"y’know, two people could put picture there.",6
"honey, question is…do really want marry joey?",1
"no, started it.",3
listen me!,3
"oh keep mind, now, carrying triplets in, y’know, medical terms was-i thrice randy.",6
"umm, said thought funny.",6
joke sucks!,3
"uh, pheebs, people call breaking entering.",2
oh absolutely yeah!,6
"oh, know, usual, teaching aerobics, partying way much.",6
hot this?!,5
"ok, thanks pheebs oh god, never tasted before?!",5
way!,5
act like belong.,6
okay.,6
"can’t fire dump day, he’ll kill himself.",1
"know, i’m sorry! y’know, ring better! monica never even saw ring.",3
hey.,6
oh hey guys!,0
almost good play two naked girls see-saw.,0
oo! one us it!,0
know it’s time tomorrow.,0
"yes, please! so, what's going on?",6
"exit walk, run, prance, stroll...",6
it’s real game! made up!,3
"also, umm next time see me, i’m screaming, don’t worry, that’s what’s supposed happen.",6
chandler bing! chandler bing!,5
"no, mean it’s okay, mean, they’re-they’re friends.",6
unbelievable.,0
"like-like, hand modeling!",0
"wish work ross, can’t.",1
see right here. it’ll cost one husband.,0
"keep saying it, stop true.",6
"okay, look i’m sorry, went take nap know shouldn’t have, got porn!",5
january first,6
hey!,0
"way, chandler. cut pictures. want, bag heads.",3
everything’s ruined. bed. clothes. look favorite blue sweater.,1
"...i'm, i'm okay.",6
oh he's like a...,4
look we’re gonna set spending limit date.,6
"oh! thought guys got married uh, january?",5
really? purse?,5
hi.,6
"said, wanna come lemonade?",6
"like-like umm, regular coffee, tequila.",6
"you’re going clinic, pyjama store!",4
i’ve got canned goods.,6
"actually ah, poet.",6
"relax, ross. made ice cream!",6
what?,5
knew it!,3
"rachel, things get incredibly complicated.",3
oh. maybe they're- napping.,6
"yeah, you. list?",6
"say break window, crawl through, and-and y’know explain later.",6
oh god.,5
"oh, it’s okay. don’t",6
"sorry i'm late, stuck work. big dinosaur.. thing.. anyway.",6
"book reading two women ice-skating wearing, wearing hats flowers it?",6
phoebe gary,6
"hey, monica, wow you’ve bathroom like half-hour.",5
yeah.,0
"broke up, lost you...",2
"mean, come on, buddy, get",6
caterer rang said going chicken kiev instead chicken tarragon.,6
don’t think next patient far along.,6
"umm, give",6
aw!,5
ohh. uh-huh. uh-huh. get turn!,3
that’s i’m here.,3
what?,6
i’d say really don’t care tone.,3
made nuts.,4
yes! it’s flown blouse you’d better undo buttons lest sting you!,3
help you?,6
"ahh, need practice.",6
"good morning. drake, it’s brother stryker. hear me?",6
"honey, remember boss doug right?",6
well you’d better hurry! angelica! go! go!,5
"mean, it-it like, like made us team.",0
hey! guys doing?,6
"sorry, mix up. hey, movie?",6
um... done!,6
"know, think sixteen.",6
i’m wearing briefs right now.,6
party?,6
yeah,1
"oh. y’know, hums stuff to.",6
"yeah, know.....i'm i'm bright either.",1
right. might get everything you’ve wanted since fifteen.,6
"i-i’m sorry, moment touch him, wanna throw old oath take new, dirty one.",3
porsche guy took car back.,6
"already got mother father cannot stay room together, okay, don’t wanna separate room too!",3
"okay, lamp place?",6
great story again! yarns weave! woo-hoo-hoo!,0
"tried call coffee shop, answer.",6
forcing marry bobby gonna make happen?,1
"ah, leave it.",6
could throw,0
hi!,0
"oh, i'd love to, gotta get early next day so, know me, work comes first",6
"okay well then, i’ll fire today go another week.",6
sure! why?,5
"ok, this.",6
good sign asked us hang around audition?,5
"ah, took off, pretty hard watching go, y'know?",1
we’re probably old now.,1
"whole life, one——oh.",5
reason tell anyone want make big deal it.,6
"ok sweetie, i'll see later.",6
i’ll right you.,6
"oh, yeah, summer, spend weekends sister’s beach house, welcome use way.",6
think so!,0
"hey! guys, tabatha. i'll see tomorrow.",6
"think uh, joey’s charming me?",6
": ahh, thanks no. see i-i think i’m ready dance girls.",6
"oh yeah! okay, let’s play again. got?",6
"oh, embarrass you?",5
ginger.,6
"run! run crazy, rich freak!",2
"yes, scale 1 10, 10 dumbest person look, definitely 19.",4
"mean look, that-that one night fun and…and certainly passionate, don’t think it’s better stayed friends?",1
"hey, guys. listen, i’m sorry hogging game before——oh god! friends unfortunate initials!",1
nah.,6
mention us?,6
know.,6
hi!,6
"no, really forget purse.",6
that’s wife!!! get out!,3
"no-no, big blowout room.",6
hi!,0
love hiking!,0
i’d better get back desk.,6
"things happen, happen.",0
"hello, tiny embryos.",6
"phoebe, sandra’s mad too. it-it doesn’t bother you?",5
"yeah, yeah, i’m going spreading joy people.",0
"ooh, actually i’ve making list women know might this!",0
ow!,5
okay?,6
"yeah, guys throw pool later?",6
hardest letter i?ve ever write.,1
"now, y'see, people, pets pass on, want 'em sorta laid like they're sleeping.",6
"yeah, face person trusts person.",3
know!,2
yeah.,6
"oh, honey, don’t worry. gonna make time.",6
"oh well that?s great, guess ah, good bye then. huh? good bye.",0
protected tornado?,6
"don’t anything beautiful guest room, especially since everybody know lives 30 seconds away!",3
"oh, thinking people game.",6
"hey, guys! guess what?",0
plan?,6
"yeah, must’ve fallen blocks back. figured hit dog.",0
really sure?,6
wait minute!,1
"look, have, lots clients make noises do!",6
power saw kinda got away there.,6
shhh!,6
maybe.,6
"okay,",6
seven minutes.,6
really?,5
"""happy birthday you!""",0
oh! problem!,0
i’m actor. i’m kinda getting picture wall.,6
what?,6
"don’t know, i’m sorry, always slept back drove here.",1
"too! there’s game tuesday, wanna go?",0
nine times!,3
bad people.,4
would love live ross.. that’s-that’s great! thank you!,0
yeah. bite! gee-e-e-eez!,0
"pregnancy test garbage, it’s positive. monica’s pregnant. guess won’t totally alone.",5
"so, we’re walking street turn say, “hey, let’s go hang totally nude nudes,” remember?",6
"look, started trying nice brother's girlfriend.",6
"sure, coulda. never know.",6
hey! decide movie?,6
excellent! rachel shrewdly observed,0
"tell me, i’ll tell phoebe said.",6
could breakfast bed,0
"yeah, us! day!",0
hands!,6
idiots.,4
oh.,6
i-i wasn’t that.,1
"absolutely! doesn’t, get extra ticket?",0
"oh maria. can’t say her, she’s like lycra spandex covered gym…treat.",0
know!,3
hold one minute?,6
"gonna make wear one big plastic cones, she?",2
unacceptable rachel!,3
maybe give pill something.,6
awww. still no.,6
"oh anyway, wanted say wonderful think are.",0
"cares, we'll eat sink! come on, let's play!",0
amazing porsche there!,0
no!!,4
every time look cover i’m like,6
"hey gunther, yours?",6
ok.,6
i’m supply manager.,6
what?! made tea!,5
"look, done enough! okay? stop now.",3
what?! got us evicted!!,3
no-no-no-no-no! can't!,2
"okay. chandler, afraid something?",6
"i'm sorry, guys. mean bring down.",1
"you’re you’re own, you’re free look stupid like.",3
"chandler, found perfect ring.",0
"dad, won’t matter her.",6
uh-oh.,2
hi.,6
y’know what?,6
"umm, nothing. mean, i’m getting married next week.",6
want together.,0
"yes! yes! please, give me!",0
i’ve waiting months!,0
"well, could wait ‘til go dentist, maybe",6
oh crap!,0
it’ll cool see again! yeah!,0
heads ross! score! suck!,0
"yeah, well, know chi chi.",6
"okay, even cuter!!",0
oh no.,4
"ah, half-caf, double tall, easy hazel nut, non-fat, foam, whip, extra hot latte, right?",6
loved fun aunt rachel i’ll go back boring uncomfortable aunt rachel that’s want!,3
"we're kidding. c'mon, tell us!",0
"doogie, shh!",3
ben coming tonight can’t see this.,2
"well, i’ve got project that’s lot related fashion.",6
"yeah, uh-huh.",6
"ah… ah…get here! uh, meeting someone? or-or brush marion’s views evolution?",3
"ah yeah, it’s susan mexico hostages coming home.",6
"yeah, rach, think you’re handling really well.",6
exactly.,6
i’ll talk tomorrow.,6
"that’s right, enjoy.",6
"yeah,",6
"so, mean audition off?",1
"cassie, you-how doin’ that…hot dog.",6
tell her!,0
"knew it! knew it, ahh….",0
"man, hell two weeks, huh? y'know what, though? really feel like learned something.",0
ahh! aren’t dressed yet?,5
"oh, it’s okay.",6
oh man!,5
he’s,6
"no, still ethnic. agent thinks name that's neutral.",6
oh really? that’s treat friend? get trouble refuse marry her?,3
"chick, chick, everywhere chick-chick--chickeeeen.",0
"well, there's way i'm gonna get shot.",2
fine!,3
excuse minute?,6
..dr. oberman. okay. he-,6
"i'll bet he's totally me, i'll bet he's fine.",1
"stupid, said stuff interview shouldn’t said.",3
"yeah, i’ll that. gets yours?",6
"alright, let go stop.",6
that's it!,3
"y’know, i’m beginning see jake talking about.",6
wow big one.,5
did. did.,6
"hey guys, guess what?",6
hello? spying on?,1
"see, see.... big passion future.",0
no! no! it’s wrong! it’s-it’s-it’s naughty. it’s taboo.,0
me?,6
"good-good, don’t tell him. don’t tell him. call okay?",2
"hey, don’t guys go get portraits done professional photographer.",6
"brother's going right now, he's mess. get it?",6
i’m sorry i’m little late.,6
"okay, gerston, santos, who's guy moustache?",6
i'd go way around dry cleaner place.,6
well that’s ambitious.,6
dr. wells woman.,5
"oh, i'm sorry, i'm really sorry.",1
hey.,6
"i'm sorry, i'm hanging hopes rachel living together on-on ""probably!""",3
"know. know. panicked, panicked. didn’t want start yelling like ’74 latour.",5
dove place ring finger would’ve problem?,3
what-wh-what we’ll stay married forever?!,5
awkward? feel awkward?,5
"yeah, she’s fired.",6
okay.,6
"well, get rid her, obsessive shrill.",6
"see, exactly kind thing makes think guys love love her.",3
started realize feelings someone else.,6
know.,6
what?,5
"hey, who's little naked guy?",5
"oh, you’re welcome million.",0
well that’s full cup!,5
"yeah, yeah ring?",6
"david, help me?! i'm trying explain chandler plane stays air.",6
"no, no, no. that?",5
nuh-uh.,2
"hi, again.",6
get goggles!,5
"oh yeah, still hang simmons zana, y'know.",6
mine!,6
make everyone call mrs. geller!,0
course we’ll help! yeah! we’ll here!,0
molly... people study acting...,6
"what’s going bing? uh, wife problem something?",3
right couch.,6
"do! do! do! do! ugh, like really chase you. i’m carrying litter.",0
okay. let’s move on.,6
name?,6
"right, questions happy place. okay, just, warm breeze, moonlight flowing trees....",0
tasted it? tasted it.,5
what?,5
ross’s baby!,3
sure? absolutely sure?,6
"okay, listen robert...",6
no! year! happy year!,0
"hey, everything go right annulment?",6
that?,6
"don’t want guys, you’d hairy wouldn’t live long.",4
actually needed talk birth.,6
huh?,6
"umm, tell rick, umm, injure area.",5
yeah! okay! hey! hi!,0
that’s funny. umm…. it’s funny.,2
hi.,6
"it’s bob actually. hey, work here, tell chandler",6
don’t get that...,3
"see, yes.",6
"okay, c’mon guys, show us presents are!",6
ruined everything.,1
enough!,3
uh that’s eighteenth century indian artifact calcutta.,6
"it’s possible, really sharp edges.",6
"sure, hang ‘til meet ya. uh—how come you’re going?",6
"vincent, lovers. two years!",3
"oh! oh, think i’m gonna throw little bit. say?",4
still.,6
yeah sure.,6
"y’know gotta tell ya, sometimes just—i don’t get chandler.",6
"nooo, he?s leaving better job.",6
"can-can get autograph, i’m biggest fan.",0
"ah, or, let’s say wanna convey i’ve done something evil.",6
oh! ohh! oh!!,5
"said, ""if i’m gonna happy getting married somewhere find day, well postpone it.""",6
think need drink.,6
stole me!!,3
okay ross! please don’t die!,3
"everybody, paolo. paolo, want meet friends. monica.",6
oh right.,6
son.,6
wasn’t gonna walk way back one shoe!,6
"okay, good.",6
nestley toulouse.,6
yes!,0
"look, maybe need try real teacher!",3
"sudden, phone starts ring.",6
"hey rach! hey, mind read comic books here?",6
"right, gentlemen, you’re first.",6
"oh, guys, joke. gotta say, know cracked up, i’m even sure got it.",6
joey. joey. joey. joey! joey!!,3
chelsea.,6
"yeah. she’s putting now, that’s her.",6
deep impact,6
"well okay, let lesson you, right.",6
"oh no-no believe me, i’m leaving soon possible!",6
what?,6
thanks sweetie.,6
"hi frannie, congratulations.",6
"hmm, noodle soup.",6
serve vodka piece celery.,4
hello?,6
"dad, we-we can’t believe you’re selling house.",1
"oh, case——yay! hopping board.",0
why? answers written there?,5
"oh, sure, valentine's busiest night year.",6
"right, deal.",6
really?! even ross?,5
whoa!!,5
"yeah, y'know what, fish sea.",6
that’s it?! gave,0
"chandler, can't playing games, ross gonna home soon.",6
adorable.,0
"i’m sorry, wa, wa, ah....",2
"put roof head, means nothing you... twenty dollars hour.",3
yeah!,0
much.,6
yes?,6
british coming?,6
oh good god.,5
who's party it?,3
"okay ladies, ends today’s class, let’s remember, let’s safe there.",6
"two good points, look i’ve known long time, i’ve never seen either one/millionth happy you’ve since you’ve got together.",1
shhhh!,3
no! no! no!,3
say it.,2
y’know what?,6
wanna explain that?,6
long it’s hot onstage got nothing worry about.,6
"seen since then. well land china, guess who's charge dig.",5
look that!,5
really?! i-i thought weren’t looking something serious? thought looking kind fling.,5
fine.,6
"no, get teach one advanced classes! didn’t get head department?",0
dear lord.,5
go eat.,6
"now, y'know bee probably died stung ya.",6
"...no, hate him.",4
"awhile he-he goes uh, minute two, see kissing.",6
bicep?,5
"joey, onstage!",3
umm,6
last one know chandler got bitten peacock zoo.,3
"ohh, that's nice! great! well, where? where's trip?!",3
rushed thing fast it’s ridiculous!,4
"y’know umm, rachel doesn’t rhyme draddle.",6
"yeah, mean whatever.",6
oh!!,5
get stuff joey try drive apartment?,3
ross!,3
oh god.,5
"uh actually, think i'm gonna skip it.",1
think yesterday's daily news?,6
"umm, it?",6
new perfume. come closer,6
get out!!,3
"i'm embarrassed, i'm one hit on!",5
maybe need sex.,6
"i’m ashamed say took it, advised fellow actor play role, homosexually.",1
"i? thank you, you.",6
said no.,6
hi!,0
"please, help out, old times sake.",1
"yay!! oh so, you’re not, you’re mad us anymore?",0
"ross, joey. joey, ross.",1
could follow clever jokes – ideas?,6
can't stop you.,6
don’t know. let see ring.,6
ow!,3
yeah! maybe someday could get place two bathrooms.,0
"yeah, yeah, okay.",6
"mean, well, might little late, but-but, he’ll there.",6
no. no! no! no!,1
wow!,5
... and...?,6
course!,6
joe.,6
"see scientist classes, used play together time grade school, now… peter!",6
get baby's father.,6
carol sex life is—it’s working,1
right- we've looking night!,0
"okay, know do. i’ve got go red ross. y’know, red ross!",3
i'm telling think phoebe thinks i'm foxy.,0
really? don’t,5
italian guy?,6
"well, yeah, now.",6
"mean, realize feelings may never completely go away,",1
"oh, didn’t come me.",6
thought heard voices. must chandler.,6
we're sorry.,1
"no, you’re grandmother!",1
"oh, i’m sorry. i’m rude. anyone want come movies?",6
"well, y'know i'm trying work things emily.",0
hey!,5
"yeah, sure. right, whose court ball now?",6
oh yeah?,1
y’know?,6
"there, places go get stuff.",6
"get sec, another round daiquiris.",6
i’m really glad came. you’re pretty. love you.,0
okay. this!,3
bamboozled?,5
"oh, it’s easy mean, you’re married, get sex ever want!",4
destiny.,6
supposed give people advice!,3
"honey, what’s matter?",6
"okay, look, gently.",6
"well, uh, i-i know. see when-when put way y'know sort",6
oh hey joey! what's up?,0
"oh god, look-look he’s taking clothes!",1
"yeah, yeah means... know? just... time this.",6
"oh really? so, 33 still single, would say commitment issues?",5
"oh that’s right. well uh, would interested seeing ukrainian film?",0
no!,3
gotta help couple boxes!,1
"aww, too. let's finish go bed.",0
"hey, look me. ross's thing.",6
"miss janice though. ""hello, chandler bing.""",6
"honey, we've trying baby year.",6
need stuff.,6
"now, let’s go get ‘em!",0
that’s second marriage two years.,6
"pheebs? what, whispering?",5
"listen, watch cartoons television?",6
stupid balls way.,1
"gary, i'm report crime.",6
"chandler, still haven’t gotten rsvp dad.",6
see us yet? see us?,6
can't believe phoebe's gonna babies!,5
"yeah, i-i think suggested that.",6
"mom says manhattan, parts brooklyn queens, idea coming back on.",3
"hey, guys me.",6
"monica, want become ultimate fighting champion.",6
"okay, right, right, right! okay! okay, here's something, here's something blue new.",0
"hey, look me. i'm making jam, since 4 o'clock morning.",1
"well, listen ah, still one person ah meet, unless turns sister, think you’re chances pretty good.",6
"oh come guys, it’s like moved europe! moved across hall!",0
two times went plain awkward.,4
huh. y’know what’s one kind? twin!,3
gotta turkey thanksgiving!,0
new pair shoes chan-chan man! yes!,0
"yes, exactly!",0
come on.,6
"you…are…not going believe it! joshua came work today, guess happened?",0
"okay, here’s penis!",5
no.,6
it’s one thing life that’s suddenly completely different.,1
"sticky shoes, sticky shoes, always make smile. sticky shoes, sticky shoes, next time i’ll.... avoid the..... pillleeeee.",0
"oh sure, come here! sure can! uh, look come look, it’s-it’s-it’s, it’s right.",6
"oh no-no-no-no, meant chandler.",3
fight.,6
cannot play wedding!,3
"next time want dump fire alarm trash chute, don’t wrap blanket says, ""property phoebe buffay monica.""",4
yeah!,0
"wow! that’s ah, that’s pretty nice!",0
i'm told fifty pesos buy human spleen.,6
"oh, course!",0
"oh. well, hold camper, sure thought thing through?",6
"mean, know, we've never really talked.",6
"look, know he's perfect, truth is, end day, still really wanna mrs. dr. barry farber, d.d.s.",6
what?! wait-wait-wait! handsome man enter!!,5
": know, it!! hey, incredible, huh?!",0
who? it?,5
"i’m gonna, i’m gonna want back.",6
"chandler, i-i'd love come tonight.",0
fine.,6
"okay, guys free tonight?",6
jenny! jenny!,0
"well, walked looking ring brochures. understand that, right? guys? guys?",2
"hi! hi, i’m ross, don’t know me, i’m big, big fan yours. mean,",0
would think.,6
"yeah, maybe...",0
"joey, minute?",6
yeah! it’s weird. thing need find date.,5
"hey, i’m play you’re audience, don’t talk you, right?",6
"front page? really live little world, don’t ya?",1
"oh, okay, i'm sorry, what-what you-what want tell me?",6
ow! bite me?,5
okay.,6
unbelievable!,5
"right, fine, fine, fine, fine, fine, we've got something little situation joey.",3
tell sorry love him.,3
"i’m sorry, can’t go hospital lookin’ like this.",4
"umm, honey, look came to....",6
"pick one, pick one! here, one?",3
"well, that?s part tell moved france. actually i?ll cuba.",6
ah!,5
haven’t seen yet!,6
so?!,4
i-i going,6
ohh… wonder dude.,6
"oh that’s important. point is, really—i think everything’s gonna okay.",6
"know, course, like, can't possibly think anything else, can't, know, stop doing.",3
"i'm saying shouldn’t bag, just—it's bags little less umm, controversial.",6
"right well, guess gotta go get job. i’m gonna go see agent.",1
"tasty! i’m really starting feel like guys history, it’s-it’s nice.",0
ross! ross! ross! child father!,2
saying? it’s never?,3
what?! took mine give you!,5
worse thumb!,4
what?! what?! trying cheer up! pony sick.,5
burrito thing?,1
"fortunately, me.",0
fantastic! one question: possible?,5
doing?,6
"hey, relax need time. we’re going dinner tonight.",6
went wife!,3
"hey, it’s like three weeks!",3
"hey, mr. trib.",6
oh here’s whole bunch.,6
"umm, listen sorry, i’ll put first thing morning.",1
"wh… so… neither married time you’re 40, you’re gonna marry joey.",5
"tim wanna say, good luck here.",6
oh it’s right.,6
really?!,5
"never used able talk girls bars, got like 20 phone numbers last night.",5
dum! dum-dum-dum! dum! dum! dum! dum-dum-dum!,0
"uh, stand straight.",2
based petition seeking annulment grounds mr. geller mentally unstable.,6
it?!,3
"right comes. i’m gonna this, i’m gonna tell him, i’m gonna strong.",2
"oh god!! it!! honey, you’ve waited",5
oh god. threw up?,4
pregnant woman slays four?,2
"right, y’know what? really late! let’s go! let’s go! let’s go!!",3
"fettuccini alfredo looks little dry, use cheese?",6
didn’t leave lipstick marks phone.,6
cheese makes thirsty.,6
say next saturday?,6
"yeah, well...",6
"mr. gonzalez, i’ll uh, mr. wong.",6
"exactly looking for, hmm?",6
"yeah, stupid idea.",4
count heads as-as good,3
"okay. okay, here’s good one us.",0
"know sounds crazy, chandler greatest sandwich world!",0
took picture fridge.,3
"oh, you’re kidding me!",3
"there’s room one, guess one stay joey’s.",6
"i’d say…the talking gorilla, least explain you’re making eat him.",6
"oh one available now, identical twins eligible. it’s twins study.",6
big fat goalie.,6
"okay, got turn charm tomorrow i’m wasting anymore guys.",6
yes! she’s gonna help us take care baby! woo-hoo.,0
we’re semi-first name basis.,6
"well, i've never tunnel myself, 'cause understand it, allowed go one girl car, right.",6
"oh-kay, we'll table 45 minutes.",6
hey. soaps? shampoos? really taking stuff?,5
hey!,0
"yeah, anything goes, except ah, eye gouging fish hooking.",6
"no, it’s still wet.",0
": yeah, well friends violation it.",6
okay.,6
"yeah, saw really interesting website marriage totally unnecessary way government keep tabs you.",6
we’re sorry.,1
"think take care myself, i’ll talk later.",6
"oh, hi max! hey, know everybody?",6
c'mon up.,6
phoebe.,6
"know time is, i'm looking wenus i'm happy!...",3
"good, good, good, good, good.",0
"man, gonna kinda weird.",1
"so, get candy?",6
hi guys!,0
"ok, look! enough enough!",3
"oh, yeah, um, alright, kinda need divorce.",6
they’ve taping people day.,6
there’s gravy?,5
that’s great idea!,0
"do—y'know what, you’re gonna suck this.",3
good time love.,6
"especially professor ran last night, judgey von holierthanthou.",3
really?!,5
no!,6
what’s different me. guy who’s,6
oh.,6
"well, great seeing night.",0
"yeah, and, i'm gonna pay check.",6
"yes, hello.",6
yeah?,5
nooo way! romantic song ever,6
come in.,6
"put bed, okay?",6
"they’re hungry enough, they’ll come in.",6
it’s here.,6
oh god!,5
"man uh, me.",6
"yeah, yeah, that's her.",6
"it’s worth pain. y’know what, know what? it’s not.",1
you’ll see!!,3
wouldn’t happen big fork?,6
"no, ""how doing?"" man, mean even cup coffee first!",4
gonna do?,6
yes.,6
find marion’s views far progressionist.,6
"time find thing, whole place might exploded.",6
really gonna this?,2
"want let know cancellation she’s still interested bing-geller wedding facility, available",6
"oh, play over?",6
ah joey.,6
"umm, use bathroom?",6
like that.,0
hey joey!,0
haul ass!!!,6
kind scary-ass clowns came birthday?,3
hey!,0
there’s dude?,5
what's this?,6
what’s this?,5
"well, don’t know!!",5
think would best.,6
can’t.,1
"wow, really pretty feet.",5
"oh absolutely. shall say, around seven?",0
enjoyed occasional drink…ing binge.,6
someone there?,6
ross.,6
"i’ve got going party far, liquor wise. get lot liquor.",6
okay.,6
"um, rachel i’m really sorry. that’s okay, wanna get back together? yeah, okay. anyone else hear that?!",5
like funny.,0
okay.,6
"oh, look, wish luck!",0
yeah that's same.,6
"yeah, made feel really guilty goin’ girl!",3
haven’t covered topic?,6
"oh god, told us mascot!",5
"hey, y'know, guys cancer emphysema heart disease.",3
"we're 40, neither one us married, say get together one?",6
don’t see baby. it?,6
mr. bowmont’s here!!!,0
"oh, what? what-what?",5
"oh, want something serious.",6
"oh, oh, y'know, always see really beautiful women really nothing guys, could one guys.",6
go!,3
"ah actually, mine.",6
yes would made sense.,1
anything all.,6
"wait, wait, wait.",0
"so, could move couple days?",6
you’re right! you’re right. don’t say it.,1
puts,6
flying jet?,5
there’s nothing wrong woman enjoying little…erotica.,6
big deal? it’s like we’re exclusive.,1
"what's wrong, sweetie?",6
"oh, somebody get leather pants she’s always wanted!",0
suck!!,3
"why, moving out?",5
"sometimes may away longer, like this.",6
"really great too, know, people must seen play requesting bunch songs!",0
yeah.,6
yay!,0
category favorite returning male character nominees are: john wheeler,6
"ooh, oh no! go! massage appointment.",1
hurt! plague houses!,1
wait! okay!,6
"well, think brave said.",3
"oh right, right.",6
"there's mother's day, there's father's day, there's no... lesbian lover day.",1
"okay, tricks trade.",6
"spoon? so, think?",0
crew guy.,6
"hey, don’t show dad put shoes on, room!",0
okay.,0
relax. it’s issac’s d.j.-ing philly. come.,6
"oh, wanted finish crossword went bed. hey, know six-letter word red?",6
i'm listening you!,3
"i-i wanna her, like her.",3
"oh-no, he’s right.",6
"it’s uh, working ten years meaningless, dead-end job nobody even knows exist!",1
flingin'-flangin' right am!,0
no.,6
"listen, robert’s gonna second so, one tell him?",6
okay. question who’s gonna go first. ‘cause whoever goes second bitch.,1
oh god ross!!,5
doing?,6
"i’m sorry, i’m sorry, i’m sorry.",1
know. mine.,6
did?!,5
okay. oh! oh no.,5
"look, look, there’s got way work past this.",1
sweater!,5
hey! ready try nursing again?,6
"comes over! ""i’m worried you."" uck! man!",4
know,6
gonna hate me.,2
"right girls, man. let’s see final tallies. ohhhh, debbie, 321 boxes cookies, nice.",0
can't believe ross gone. sad.,1
